check_id,avd_url,service,title,description,impact,remediation_cfn,remediation_tf,cfn_good_example,tf_good_example,links
AVD-AWS-0033,https://avd.aquasec.com/misconfig/aws/ecr/aws-0033/,ecr,,"Images in the ECR repository are encrypted by default using AWS managed encryption keys. To increase control of the encryption and control the management of factors like key rotation, use a Customer Managed Key.","<!-- Add Impact here -->

<!-- DO NOT CHANGE -->",['Use customer managed keys'],['Use customer managed keys'],"Resources:
  GoodExample:
    Type: AWS::ECR::Repository
    Properties:
      EncryptionConfiguration:
        EncryptionType: KMS
        KmsKey: alias/ecr-key
      RepositoryName: test-repository","resource ""aws_kms_key"" ""ecr_kms"" {
  enable_key_rotation = true
}

resource ""aws_ecr_repository"" ""good_example"" {
  name = ""bar""
  encryption_configuration {
    encryption_type = ""KMS""
    kms_key         = aws_kms_key.ecr_kms.key_id
  }
}",https://docs.aws.amazon.com/AmazonECR/latest/userguide/encryption-at-rest.html
AVD-AWS-0034,https://avd.aquasec.com/misconfig/aws/ecs/aws-0034/,ecs,,Cloudwatch Container Insights provide more metrics and logs for container based applications and micro services.,"<!-- Add Impact here -->

<!-- DO NOT CHANGE -->",['Enable Container Insights'],['Enable Container Insights'],"Resources:
  GoodExample:
    Type: AWS::ECS::Cluster
    Properties:
      ClusterName: MyCluster
      ClusterSettings:
        - Name: containerInsights
          Value: enabled","resource ""aws_ecs_cluster"" ""good_example"" {
  name = ""services-cluster""

  setting {
    name  = ""containerInsights""
    value = ""enabled""
  }
}",https://docs.aws.amazon.com/AmazonCloudWatch/latest/monitoring/ContainerInsights.html
AVD-AWS-0035,https://avd.aquasec.com/misconfig/aws/ecs/aws-0035/,ecs,,ECS task definitions that have volumes using EFS configuration should explicitly enable in transit encryption to prevent the risk of data loss due to interception.,"<!-- Add Impact here -->

<!-- DO NOT CHANGE -->",['Enable in transit encryption when using efs'],['Enable in transit encryption when using efs'],"Resources:
  GoodExample:
    Type: AWS::ECS::TaskDefinition
    Properties:
      ContainerDefinitions:
        - Image: amazon/amazon-ecs-sample
      Volumes:
        - EFSVolumeConfiguration:
            FilesystemId: fs1
            TransitEncryption: ENABLED
          Name: jenkins-home","resource ""aws_ecs_task_definition"" ""good_example"" {
  container_definitions = file(""task-definitions/service.json"")
  volume {
    name = ""service-storage""
    efs_volume_configuration {
      file_system_id     = aws_efs_file_system.fs.id
      transit_encryption = ""ENABLED""
    }
  }
}",https://docs.aws.amazon.com/AmazonECS/latest/userguide/efs-volumes.html | https://docs.aws.amazon.com/efs/latest/ug/encryption-in-transit.html
AVD-AWS-0036,https://avd.aquasec.com/misconfig/aws/ecs/aws-0036/,ecs,,You should not make secrets available to a user in plaintext in any scenario. Secrets can instead be pulled from a secure secret storage system by the service requiring them.,"<!-- Add Impact here -->

<!-- DO NOT CHANGE -->",['Use secrets for the task definition'],['Use secrets for the task definition'],"Resources:
  GoodExample:
    Type: AWS::ECS::TaskDefinition
    Properties:
      ContainerDefinitions:
        - Image: amazon/amazon-ecs-sample","resource ""aws_ecs_task_definition"" ""good_example"" {
  container_definitions = <<EOF
 [
   {
     ""name"": ""my_service"",
     ""environment"": [
       { ""name"": ""ENVIRONMENT"", ""value"": ""development"" }
     ]
   }
 ]
 EOF
}",https://docs.aws.amazon.com/systems-manager/latest/userguide/integration-ps-secretsmanager.html | https://www.vaultproject.io/
AVD-AWS-0037,https://avd.aquasec.com/misconfig/aws/efs/aws-0037/,efs,,"If your organization is subject to corporate or regulatory policies that require encryption of data and metadata at rest, we recommend creating a file system that is encrypted at rest, and mounting your file system using encryption of data in transit.","<!-- Add Impact here -->

<!-- DO NOT CHANGE -->",['Enable encryption for EFS'],['Enable encryption for EFS'],"Resources:
  GoodExample:
    Type: AWS::EFS::FileSystem
    Properties:
      Encrypted: true","resource ""aws_efs_file_system"" ""good_example"" {
  name      = ""bar""
  encrypted = true
}",https://docs.aws.amazon.com/efs/latest/ug/encryption.html
AVD-AWS-0038,https://avd.aquasec.com/misconfig/aws/eks/aws-0038/,eks,,"By default cluster control plane logging is not turned on. Logging is available for audit, api, authenticator, controllerManager and scheduler. All logging should be turned on for cluster control plane.","<!-- Add Impact here -->

<!-- DO NOT CHANGE -->",['Enable logging for the EKS control plane'],['Enable logging for the EKS control plane'],"Resources:
  GoodExample:
    Type: AWS::EKS::Cluster
    Properties:
      Logging:
        ClusterLogging:
          EnabledTypes:
            - Type: api
            - Type: audit
            - Type: authenticator
            - Type: controllerManager
            - Type: scheduler","resource ""aws_eks_cluster"" ""good_example"" {
  enabled_cluster_log_types = [""api"", ""authenticator"", ""audit"", ""scheduler"", ""controllerManager""]
}",https://docs.aws.amazon.com/eks/latest/userguide/control-plane-logs.html
AVD-AWS-0039,https://avd.aquasec.com/misconfig/aws/eks/aws-0039/,eks,,EKS cluster resources should have the encryption_config block set with protection of the secrets resource.,"<!-- Add Impact here -->

<!-- DO NOT CHANGE -->",['Enable encryption of EKS secrets'],['Enable encryption of EKS secrets'],"Resources:
  GoodExample:
    Type: AWS::EKS::Cluster
    Properties:
      EncryptionConfig:
        - Provider:
            KeyArn: alias/eks-kms
          Resources:
            - secrets
      Name: goodExample","resource ""aws_kms_key"" ""eks"" {
  enable_key_rotation = true
}

resource ""aws_eks_cluster"" ""good_example"" {
  encryption_config {
    resources = [""secrets""]
    provider {
      key_arn = aws_kms_key.eks.arn
    }
  }
}",https://aws.amazon.com/about-aws/whats-new/2020/03/amazon-eks-adds-envelope-encryption-for-secrets-with-aws-kms/
AVD-AWS-0040,https://avd.aquasec.com/misconfig/aws/eks/aws-0040/,eks,,"EKS clusters are available publicly by default, this should be explicitly disabled in the vpc_config of the EKS cluster resource.","<!-- Add Impact here -->

<!-- DO NOT CHANGE -->","[""Don't enable public access to EKS Clusters""]","[""Don't enable public access to EKS Clusters""]","Resources:
  EKSCluster:
    Type: AWS::EKS::Cluster
    Properties:
      ResourcesVpcConfig:
        EndpointPublicAccess: false","resource ""aws_eks_cluster"" ""good_example"" {
  name = ""good_example_cluster""
  vpc_config {
    endpoint_public_access = false
  }
}",https://docs.aws.amazon.com/eks/latest/userguide/cluster-endpoint.html
AVD-AWS-0041,https://avd.aquasec.com/misconfig/aws/eks/aws-0041/,eks,,EKS Clusters have public access cidrs set to 0.0.0.0/0 by default which is wide open to the internet. This should be explicitly set to a more specific private CIDR range,"<!-- Add Impact here -->

<!-- DO NOT CHANGE -->","[""Don't enable public access to EKS Clusters""]","[""Don't enable public access to EKS Clusters""]","Resources:
  EKSCluster:
    Type: AWS::EKS::Cluster
    Properties:
      ResourcesVpcConfig:
        EndpointPublicAccess: false
        PublicAccessCidrs:
          - 10.2.0.0/8","resource ""aws_eks_cluster"" ""good_example"" {
  name = ""good_example_cluster""
  vpc_config {
    endpoint_public_access = false
    public_access_cidrs    = [""0.0.0.0/0""]
  }
}",https://docs.aws.amazon.com/eks/latest/userguide/create-public-private-vpc.html
AVD-AWS-0042,https://avd.aquasec.com/misconfig/aws/elasticsearch/aws-0042/,elasticsearch,,"Amazon ES exposes four Elasticsearch logs through Amazon CloudWatch Logs: error logs, search slow logs, index slow logs, and audit logs.
Search slow logs, index slow logs, and error logs are useful for troubleshooting performance and stability issues.
Audit logs track user activity for compliance purposes.
All the logs are disabled by default.","<!-- Add Impact here -->

<!-- DO NOT CHANGE -->",['Enable logging for ElasticSearch domains'],['Enable logging for ElasticSearch domains'],"Resources:
  GoodExample:
    Type: AWS::OpenSearchService::Domain
    Properties:
      LogPublishingOptions:
        AUDIT_LOGS:
          CloudWatchLogsLogGroupArn: arn:aws:logs:us-east-1:123456789012:log-group:/aws/opensearch/domains/opensearch-application-logs
          Enabled: true","resource ""aws_elasticsearch_domain"" ""good_example"" {
  log_publishing_options {
    cloudwatch_log_group_arn = aws_cloudwatch_log_group.example.arn
    log_type                 = ""AUDIT_LOGS""
    enabled                  = true
  }
}",https://docs.aws.amazon.com/elasticsearch-service/latest/developerguide/es-createdomain-configure-slow-logs.html
AVD-AWS-0043,https://avd.aquasec.com/misconfig/aws/elasticsearch/aws-0043/,elasticsearch,,Traffic flowing between Elasticsearch nodes should be encrypted to ensure sensitive data is kept private.,"<!-- Add Impact here -->

<!-- DO NOT CHANGE -->",['Enable encrypted node to node communication'],['Enable encrypted node to node communication'],"Resources:
  GoodExample:
    Type: AWS::OpenSearchService::Domain
    Properties:
      NodeToNodeEncryptionOptions:
        Enabled: true","resource ""aws_elasticsearch_domain"" ""good_example"" {
  domain_name = ""domain-foo""

  node_to_node_encryption {
    enabled = true
  }
}",https://docs.aws.amazon.com/elasticsearch-service/latest/developerguide/ntn.html
AVD-AWS-0045,https://avd.aquasec.com/misconfig/aws/elasticache/aws-0045/,elasticache,,Data stored within an Elasticache replication node should be encrypted to ensure sensitive data is kept private.,"<!-- Add Impact here -->

<!-- DO NOT CHANGE -->",['Enable at-rest encryption for replication group'],['Enable at-rest encryption for replication group'],"Resources:
  GoodExample:
    Type: AWS::ElastiCache::ReplicationGroup
    Properties:
      AtRestEncryptionEnabled: true","resource ""aws_elasticache_replication_group"" ""good_example"" {
  replication_group_id          = ""foo""
  replication_group_description = ""my foo cluster""

  at_rest_encryption_enabled = true
}",https://docs.aws.amazon.com/AmazonElastiCache/latest/red-ug/at-rest-encryption.html
AVD-AWS-0046,https://avd.aquasec.com/misconfig/aws/elasticsearch/aws-0046/,elasticsearch,,"Plain HTTP is unencrypted and human-readable. This means that if a malicious actor was to eavesdrop on your connection, they would be able to see all of your data flowing back and forth.
You should use HTTPS, which is HTTP over an encrypted (TLS) connection, meaning eavesdroppers cannot read your traffic.","<!-- Add Impact here -->

<!-- DO NOT CHANGE -->",['Enforce the use of HTTPS for ElasticSearch'],['Enforce the use of HTTPS for ElasticSearch'],"Resources:
  GoodExample:
    Type: AWS::Elasticsearch::Domain
    Properties:
      DomainEndpointOptions:
        EnforceHTTPS: true","resource ""aws_elasticsearch_domain"" ""good_example"" {
  domain_endpoint_options {
    enforce_https = true
  }
}",https://docs.aws.amazon.com/elasticsearch-service/latest/developerguide/es-data-protection.html
AVD-AWS-0047,https://avd.aquasec.com/misconfig/aws/elb/aws-0047/,elb,,You should not use outdated/insecure TLS versions for encryption. You should be using TLS v1.2+.,"<!-- Add Impact here -->

<!-- DO NOT CHANGE -->",['Use a more recent TLS/SSL policy for the load balancer'],['Use a more recent TLS/SSL policy for the load balancer'],"Resources:
  myLoadBalancer:
    Type: AWS::ElasticLoadBalancingV2::LoadBalancer

  GoodExample:
    Type: AWS::ElasticLoadBalancingV2::Listener
    Properties:
      LoadBalancerArn: !Ref myLoadBalancer
      Protocol: HTTPS
      SslPolicy: ELBSecurityPolicy-TLS13-1-2-2021-06","resource ""aws_lb"" ""example"" {}

resource ""aws_alb_listener"" ""good_example"" {
  load_balancer_arn = aws_lb.example.arn
  ssl_policy        = ""ELBSecurityPolicy-TLS13-1-2-2021-06""
  protocol          = ""HTTPS""
}",
AVD-AWS-0048,https://avd.aquasec.com/misconfig/aws/elasticsearch/aws-0048/,elasticsearch,,You should ensure your Elasticsearch data is encrypted at rest to help prevent sensitive information from being read by unauthorised users.,"<!-- Add Impact here -->

<!-- DO NOT CHANGE -->",['Enable ElasticSearch domain encryption'],['Enable ElasticSearch domain encryption'],"Resources:
  GoodExample:
    Type: AWS::OpenSearchService::Domain
    Properties:
      EncryptionAtRestOptions:
        Enabled: true","resource ""aws_elasticsearch_domain"" ""good_example"" {
  encrypt_at_rest {
    enabled = true
  }
}",https://docs.aws.amazon.com/elasticsearch-service/latest/developerguide/encryption-at-rest.html
AVD-AWS-0049,https://avd.aquasec.com/misconfig/aws/elasticache/aws-0049/,elasticache,,"Security groups and security group rules should include a description for auditing purposes.
Simplifies auditing, debugging, and managing security groups.","<!-- Add Impact here -->

<!-- DO NOT CHANGE -->",['Add descriptions for all security groups and rules'],['Add descriptions for all security groups and rules'],"Resources:
  GoodExample:
    Type: AWS::ElastiCache::SecurityGroup
    Properties:
      Description: Some description","resource ""aws_elasticache_security_group"" ""good_example"" {
  description = ""something""
}",https://docs.aws.amazon.com/AmazonElastiCache/latest/mem-ug/SecurityGroups.Creating.html
AVD-AWS-0050,https://avd.aquasec.com/misconfig/aws/elasticache/aws-0050/,elasticache,,Redis clusters should have a snapshot retention time to ensure that they are backed up and can be restored if required.,"<!-- Add Impact here -->

<!-- DO NOT CHANGE -->",['Configure snapshot retention for redis cluster'],['Configure snapshot retention for redis cluster'],"Resources:
  GoodExample:
    Type: AWS::ElastiCache::CacheCluster
    Properties:
      CacheNodeType: cache.m3.medium
      Engine: redis
      SnapshotRetentionLimit: 7","resource ""aws_elasticache_cluster"" ""good_example"" {
  engine                   = ""redis""
  node_type                = ""cache.m4.large""
  snapshot_retention_limit = 5
}",https://docs.aws.amazon.com/AmazonElastiCache/latest/red-ug/backups-automatic.html
AVD-AWS-0051,https://avd.aquasec.com/misconfig/aws/elasticache/aws-0051/,elasticache,,Traffic flowing between Elasticache replication nodes should be encrypted to ensure sensitive data is kept private.,"<!-- Add Impact here -->

<!-- DO NOT CHANGE -->",['Enable in transit encryption for replication group'],['Enable in transit encryption for replication group'],"Resources:
  GoodExample:
    Type: AWS::ElastiCache::ReplicationGroup
    Properties:
      TransitEncryptionEnabled: true","resource ""aws_elasticache_replication_group"" ""good_example"" {
  transit_encryption_enabled = true
}",https://docs.aws.amazon.com/AmazonElastiCache/latest/red-ug/in-transit-encryption.html
AVD-AWS-0052,https://avd.aquasec.com/misconfig/aws/elb/aws-0052/,elb,,"Passing unknown or invalid headers through to the target poses a potential risk of compromise.
By setting drop_invalid_header_fields to true, anything that does not conform to well known, defined headers will be removed by the load balancer.","<!-- Add Impact here -->

<!-- DO NOT CHANGE -->",['Set drop_invalid_header_fields to true'],['Set drop_invalid_header_fields to true'],"Resources:
  GoodExample:
    Type: AWS::ElasticLoadBalancingV2::LoadBalancer
    Properties:
      LoadBalancerAttributes:
        - Key: routing.http.drop_invalid_header_fields.enabled
          Value: true","resource ""aws_alb"" ""good_example"" {
  drop_invalid_header_fields = true
}",https://docs.aws.amazon.com/elasticloadbalancing/latest/application/application-load-balancers.html
AVD-AWS-0053,https://avd.aquasec.com/misconfig/aws/elb/aws-0053/,elb,,"There are many scenarios in which you would want to expose a load balancer to the wider internet, but this check exists as a warning to prevent accidental exposure of internal assets. You should ensure that this resource should be exposed publicly.","<!-- Add Impact here -->

<!-- DO NOT CHANGE -->",['Switch to an internal load balancer or add a tfsec ignore'],['Switch to an internal load balancer or add a tfsec ignore'],"Resources:
  GoodExample:
    Type: AWS::ElasticLoadBalancingV2::LoadBalancer
    Properties:
      Scheme: internal","resource ""aws_alb"" ""good_example"" {
  load_balancer_type = ""gateway""
  internal           = false
}",
AVD-AWS-0054,https://avd.aquasec.com/misconfig/aws/elb/aws-0054/,elb,,"Plain HTTP is unencrypted and human-readable. This means that if a malicious actor was to eavesdrop on your connection, they would be able to see all of your data flowing back and forth.
You should use HTTPS, which is HTTP over an encrypted (TLS) connection, meaning eavesdroppers cannot read your traffic.","<!-- Add Impact here -->

<!-- DO NOT CHANGE -->",['Switch to HTTPS to benefit from TLS security features'],['Switch to HTTPS to benefit from TLS security features'],"Resources:
  myLoadBalancer:
    Type: AWS::ElasticLoadBalancingV2::LoadBalancer

  GoodExample:
    Type: AWS::ElasticLoadBalancingV2::Listener
    Properties:
      LoadBalancerArn: !Ref myLoadBalancer
      Protocol: HTTPS","resource ""aws_lb"" ""example"" {}

resource ""aws_alb_listener"" ""good_example"" {
  load_balancer_arn = aws_lb.example.arn
  protocol          = ""HTTPS""
}",https://www.cloudflare.com/en-gb/learning/ssl/why-is-http-not-secure/
AVD-AWS-0056,https://avd.aquasec.com/misconfig/aws/iam/aws-0056/,iam,,"IAM account password policies should prevent the reuse of passwords.
The account password policy should be set to prevent using any of the last five used passwords.","<!-- Add Impact here -->

<!-- DO NOT CHANGE -->",,['Prevent password reuse in the policy'],,"resource ""aws_iam_account_password_policy"" ""good_example"" {
  # ...
  password_reuse_prevention = 5
  # ...
}",https://docs.aws.amazon.com/IAM/latest/UserGuide/id_credentials_passwords_account-policy.html#password-policy-details
AVD-AWS-0057,https://avd.aquasec.com/misconfig/aws/iam/aws-0057/,iam,,"You should use the principle of least privilege when defining your IAM policies. This means you should specify each exact permission required without using wildcards, as this could cause the granting of access to certain undesired actions, resources and principals.","<!-- Add Impact here -->

<!-- DO NOT CHANGE -->","['Specify the exact permissions required, and to which resources they should apply instead of using wildcards.']","['Specify the exact permissions required, and to which resources they should apply instead of using wildcards.']","Resources:
  GoodPolicy:
    Type: AWS::IAM::Policy
    Properties:
      PolicyName: CFNUsers
      PolicyDocument:
        Version: ""2012-10-17""
        Statement:
          - Effect: Allow
            Action:
              - s3:ListBuckets
            Resource: specific-bucket","resource ""aws_iam_role_policy"" ""test_policy"" {
  name = ""test_policy""
  role = aws_iam_role.test_role.id

  policy = data.aws_iam_policy_document.s3_policy.json
}

resource ""aws_iam_role"" ""test_role"" {
  name = ""test_role""
  assume_role_policy = jsonencode({
    Version = ""2012-10-17""
    Statement = [
      {
        Action = ""sts:AssumeRole""
        Effect = ""Allow""
        Sid    = """"
        Principal = {
          Service = ""s3.amazonaws.com""
        }
      },
    ]
  })
}

data ""aws_iam_policy_document"" ""s3_policy"" {
  statement {
    principals {
      type        = ""AWS""
      identifiers = [""arn:aws:iam::${data.aws_caller_identity.current.account_id}:root""]
    }
    actions   = [""s3:GetObject""]
    resources = [aws_s3_bucket.example.arn]
  }
}",https://docs.aws.amazon.com/IAM/latest/UserGuide/best-practices.html
AVD-AWS-0058,https://avd.aquasec.com/misconfig/aws/iam/aws-0058/,iam,,IAM account password policies should ensure that passwords content including at least one lowercase character.,"<!-- Add Impact here -->

<!-- DO NOT CHANGE -->",,"['Enforce longer, more complex passwords in the policy']",,"resource ""aws_iam_account_password_policy"" ""good_example"" {
  # ...
  require_lowercase_characters = true
  # ...
}",https://docs.aws.amazon.com/IAM/latest/UserGuide/id_credentials_passwords_account-policy.html#password-policy-details
AVD-AWS-0059,https://avd.aquasec.com/misconfig/aws/iam/aws-0059/,iam,,IAM account password policies should ensure that passwords content including at least one number.,"<!-- Add Impact here -->

<!-- DO NOT CHANGE -->",,"['Enforce longer, more complex passwords in the policy']",,"resource ""aws_iam_account_password_policy"" ""good_example"" {
  # ...
  require_numbers = true
  # ...
}",https://docs.aws.amazon.com/IAM/latest/UserGuide/id_credentials_passwords_account-policy.html#password-policy-details
AVD-AWS-0060,https://avd.aquasec.com/misconfig/aws/iam/aws-0060/,iam,,IAM account password policies should ensure that passwords content including a symbol.,"<!-- Add Impact here -->

<!-- DO NOT CHANGE -->",,"['Enforce longer, more complex passwords in the policy']",,"resource ""aws_iam_account_password_policy"" ""good_example"" {
  # ...
  require_symbols = true
  # ...
}",https://docs.aws.amazon.com/IAM/latest/UserGuide/id_credentials_passwords_account-policy.html#password-policy-details
AVD-AWS-0061,https://avd.aquasec.com/misconfig/aws/iam/aws-0061/,iam,",",IAM account password policies should ensure that passwords content including at least one uppercase character.,"<!-- Add Impact here -->

<!-- DO NOT CHANGE -->",,"['Enforce longer, more complex passwords in the policy']",,"resource ""aws_iam_account_password_policy"" ""good_example"" {
  # ...
  require_uppercase_characters = true
  # ...
}",https://docs.aws.amazon.com/IAM/latest/UserGuide/id_credentials_passwords_account-policy.html#password-policy-details
AVD-AWS-0062,https://avd.aquasec.com/misconfig/aws/iam/aws-0062/,iam,,"IAM account password policies should have a maximum age specified.
The account password policy should be set to expire passwords after 90 days or less.","<!-- Add Impact here -->

<!-- DO NOT CHANGE -->",,['Limit the password duration with an expiry in the policy'],,"resource ""aws_iam_account_password_policy"" ""good_example"" {
  max_password_age = 90
}",https://docs.aws.amazon.com/IAM/latest/UserGuide/id_credentials_passwords_account-policy.html#password-policy-details
AVD-AWS-0063,https://avd.aquasec.com/misconfig/aws/iam/aws-0063/,iam,,"IAM account password policies should ensure that passwords have a minimum length.
The account password policy should be set to enforce minimum password length of at least 14 characters.","<!-- Add Impact here -->

<!-- DO NOT CHANGE -->",,"['Enforce longer, more complex passwords in the policy']",,"resource ""aws_iam_account_password_policy"" ""good_example"" {
  minimum_password_length = 14
}",https://docs.aws.amazon.com/IAM/latest/UserGuide/id_credentials_passwords_account-policy.html#password-policy-details
AVD-AWS-0064,https://avd.aquasec.com/misconfig/aws/kinesis/aws-0064/,kinesis,,"Kinesis streams should be encrypted to ensure sensitive data is kept private. Additionally, non-default KMS keys should be used so granularity of access control can be ensured.","<!-- Add Impact here -->

<!-- DO NOT CHANGE -->",['Enable in transit encryption'],['Enable in transit encryption'],"Resources:
  GoodExample:
    Type: AWS::Kinesis::Stream
    Properties:
      Name: GoodExample
      RetentionPeriodHours: 168
      ShardCount: 3
      StreamEncryption:
        EncryptionType: KMS
        KeyId: alias/key
      Tags:
        - Key: Environment
          Value: Production","resource ""aws_kinesis_stream"" ""good_example"" {
  encryption_type = ""KMS""
  kms_key_id      = ""my/special/key""
}",https://docs.aws.amazon.com/streams/latest/dev/server-side-encryption.html
AVD-AWS-0065,https://avd.aquasec.com/misconfig/aws/kms/aws-0065/,kms,,You should configure your KMS keys to auto rotate to maintain security and defend against compromise.,"<!-- Add Impact here -->

<!-- DO NOT CHANGE -->",,['Configure KMS key to auto rotate'],,"resource ""aws_kms_key"" ""good_example"" {
  enable_key_rotation = true
}",https://docs.aws.amazon.com/kms/latest/developerguide/rotate-keys.html
AVD-AWS-0066,https://avd.aquasec.com/misconfig/aws/lambda/aws-0066/,lambda,,"X-Ray tracing enables end-to-end debugging and analysis of all function activity. This will allow for identifying bottlenecks, slow downs and timeouts.","<!-- Add Impact here -->

<!-- DO NOT CHANGE -->",['Enable tracing'],['Enable tracing'],"Resources:
  GoodExample:
    Type: AWS::Lambda::Function
    Properties:
      Code:
        S3Bucket: my-bucket
        S3Key: function.zip
      Handler: index.handler
      Runtime: nodejs12.x
      TracingConfig:
        Mode: Active","resource ""aws_lambda_function"" ""good_example"" {
  filename         = ""lambda_function_payload.zip""
  function_name    = ""lambda_function_name""
  role             = ""arn:aws:iam::aws:policy/service-role/AWSLambdaBasicExecutionRole""
  handler          = ""exports.test""
  source_code_hash = filebase64sha256(""lambda_function_payload.zip"")

  runtime = ""nodejs12.x""
  tracing_config {
    mode = ""Active""
  }
}",https://docs.aws.amazon.com/lambda/latest/dg/services-xray.html
AVD-AWS-0067,https://avd.aquasec.com/misconfig/aws/lambda/aws-0067/,lambda,,"When the principal is an AWS service, the ARN of the specific resource within that service to grant permission to.
Without this, any resource from principal will be granted permission – even if that resource is from another account.
For S3, this should be the ARN of the S3 Bucket. For CloudWatch Events, this should be the ARN of the CloudWatch Events Rule. For API Gateway, this should be the ARN of the API","<!-- Add Impact here -->

<!-- DO NOT CHANGE -->",['Always provide a source arn for Lambda permissions'],['Always provide a source arn for Lambda permissions'],"Resources:
  GoodExample:
    Type: AWS::Lambda::Function
    Properties:
      Code:
        S3Bucket: my-bucket
        S3Key: function.zip
      Handler: index.handler
      Role: arn:aws:iam::123456789012:role/lambda-role
      Runtime: nodejs12.x
      Timeout: 5
      TracingConfig:
        Mode: Active
      VpcConfig:
        SecurityGroupIds:
          - sg-085912345678492fb
        SubnetIds:
          - subnet-071f712345678e7c8
          - subnet-07fd123456788a036

  GoodPermission:
    Type: AWS::Lambda::Permission
    Properties:
      Action: lambda:InvokeFunction
      FunctionName: !Ref GoodExample
      Principal: s3.amazonaws.com
      SourceArn: lambda.amazonaws.com","resource ""aws_lambda_permission"" ""good_example"" {
  statement_id  = ""AllowExecutionFromSNS""
  action        = ""lambda:InvokeFunction""
  function_name = aws_lambda_function.func.function_name
  principal     = ""sns.amazonaws.com""
  source_arn    = aws_sns_topic.default.arn
}",https://docs.aws.amazon.com/AWSCloudFormation/latest/UserGuide/aws-resource-lambda-permission.html
AVD-AWS-0070,https://avd.aquasec.com/misconfig/aws/mq/aws-0070/,mq,,Logging should be enabled to allow tracing of issues and activity to be investigated more fully. Logs provide additional information and context which is often invalauble during investigation,"<!-- Add Impact here -->

<!-- DO NOT CHANGE -->",['Enable audit logging'],['Enable audit logging'],"Resources:
  GoodBroker:
    Type: AWS::AmazonMQ::Broker
    Properties:
      Logs:
        Audit: true","resource ""aws_mq_broker"" ""good_example"" {
  broker_name        = ""example""
  engine_type        = ""ActiveMQ""
  engine_version     = ""5.15.0""
  host_instance_type = ""mq.t2.micro""
  user {
    username = ""ExampleUser""
    password = ""MindTheGap""
  }
  logs {
    audit = true
  }
}",https://docs.aws.amazon.com/amazon-mq/latest/developer-guide/configure-logging-monitoring-activemq.html
AVD-AWS-0071,https://avd.aquasec.com/misconfig/aws/mq/aws-0071/,mq,,Logging should be enabled to allow tracing of issues and activity to be investigated more fully. Logs provide additional information and context which is often invalauble during investigation,"<!-- Add Impact here -->

<!-- DO NOT CHANGE -->",['Enable general logging'],['Enable general logging'],"Resources:
  GoodBroker:
    Type: AWS::AmazonMQ::Broker
    Properties:
      Logs:
        General: true","resource ""aws_mq_broker"" ""good_example"" {
  broker_name        = ""example""
  engine_type        = ""ActiveMQ""
  engine_version     = ""5.15.0""
  host_instance_type = ""mq.t2.micro""
  user {
    username = ""ExampleUser""
    password = ""MindTheGap""
  }
  logs {
    general = true
  }
}",https://docs.aws.amazon.com/amazon-mq/latest/developer-guide/configure-logging-monitoring-activemq.html
AVD-AWS-0072,https://avd.aquasec.com/misconfig/aws/mq/aws-0072/,mq,,Public access of the MQ broker should be disabled and only allow routes to applications that require access.,"<!-- Add Impact here -->

<!-- DO NOT CHANGE -->",['Disable public access when not required'],['Disable public access when not required'],"Resources:
  GoodBroker:
    Type: AWS::AmazonMQ::Broker
    Properties:
      PubliclyAccessible: false","resource ""aws_mq_broker"" ""good_example"" {
  broker_name        = ""example""
  engine_type        = ""ActiveMQ""
  engine_version     = ""5.15.0""
  host_instance_type = ""mq.t2.micro""
  user {
    username = ""ExampleUser""
    password = ""MindTheGap""
  }
  publicly_accessible = false
}",https://docs.aws.amazon.com/amazon-mq/latest/developer-guide/using-amazon-mq-securely.html#prefer-brokers-without-public-accessibility
AVD-AWS-0073,https://avd.aquasec.com/misconfig/aws/msk/aws-0073/,msk,,"Encryption should be forced for Kafka clusters, including for communication between nodes. This ensure sensitive data is kept private.","<!-- Add Impact here -->

<!-- DO NOT CHANGE -->",['Enable in transit encryption'],['Enable in transit encryption'],"Resources:
  GoodCluster:
    Type: AWS::MSK::Cluster
    Properties:
      EncryptionInfo:
        EncryptionInTransit:
          ClientBroker: TLS","resource ""aws_msk_cluster"" ""good_example"" {
  encryption_info {
    encryption_in_transit {
      client_broker = ""TLS""
      in_cluster    = true
    }
  }
}",https://docs.aws.amazon.com/msk/latest/developerguide/msk-encryption.html
